,Unnamed: 0,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
725,725,657,Frogadier,Water,Water,405,54,63,52,83,56,97,6,FALSE
726,726,658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE
727,727,659,Bunnelby,Normal,Normal,237,38,36,38,32,36,57,6,FALSE
728,728,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE
729,729,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE
730,730,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE
731,731,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE
732,732,664,Scatterbug,Bug,Bug,200,38,35,40,27,25,35,6,FALSE
733,733,665,Spewpa,Bug,Bug,213,45,22,60,27,30,29,6,FALSE
734,734,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE
735,735,667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE
736,736,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE
737,737,669,Flabébé,Fairy,Fairy,303,44,38,39,61,79,42,6,FALSE
738,738,670,Floette,Fairy,Fairy,371,54,45,47,75,98,52,6,FALSE
739,739,671,Florges,Fairy,Fairy,552,78,65,68,112,154,75,6,FALSE
740,740,672,Skiddo,Grass,Grass,350,66,65,48,62,57,52,6,FALSE
741,741,673,Gogoat,Grass,Grass,531,123,100,62,97,81,68,6,FALSE
742,742,674,Pancham,Fighting,Fighting,348,67,82,62,46,48,43,6,FALSE
743,743,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE
744,744,676,Furfrou,Normal,Normal,472,75,80,60,65,90,102,6,FALSE
745,745,677,Espurr,Psychic,Psychic,355,62,48,54,63,60,68,6,FALSE
746,746,678,MeowsticMale,Psychic,Psychic,466,74,48,76,83,81,104,6,FALSE
747,747,678,MeowsticFemale,Psychic,Psychic,466,74,48,76,83,81,104,6,FALSE
748,748,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE
749,749,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE
750,750,681,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE
751,751,681,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE
752,752,682,Spritzee,Fairy,Fairy,341,78,52,60,63,65,23,6,FALSE
753,753,683,Aromatisse,Fairy,Fairy,462,101,72,72,99,89,29,6,FALSE
754,754,684,Swirlix,Fairy,Fairy,341,62,48,66,59,57,49,6,FALSE
755,755,685,Slurpuff,Fairy,Fairy,480,82,80,86,85,75,72,6,FALSE
756,756,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE
757,757,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE
758,758,688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE
759,759,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE
760,760,690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE
761,761,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE
762,762,692,Clauncher,Water,Water,330,50,53,62,58,63,44,6,FALSE
763,763,693,Clawitzer,Water,Water,500,71,73,88,120,89,59,6,FALSE
764,764,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE
765,765,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE
766,766,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE
767,767,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE
768,768,698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE
769,769,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE
770,770,700,Sylveon,Fairy,Fairy,525,95,65,65,110,130,60,6,FALSE
771,771,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE
772,772,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE
773,773,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE
774,774,704,Goomy,Dragon,Dragon,300,45,50,35,55,75,40,6,FALSE
775,775,705,Sliggoo,Dragon,Dragon,452,68,75,53,83,113,60,6,FALSE
776,776,706,Goodra,Dragon,Dragon,600,90,100,70,110,150,80,6,FALSE
777,777,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE
778,778,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE
779,779,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE
780,780,710,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE
781,781,710,PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE
782,782,710,PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE
783,783,710,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE
784,784,711,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE
785,785,711,GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE
786,786,711,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE
787,787,711,GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE
788,788,712,Bergmite,Ice,Ice,304,55,69,85,32,35,28,6,FALSE
789,789,713,Avalugg,Ice,Ice,514,95,117,184,44,46,28,6,FALSE
790,790,714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE
791,791,715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE
792,792,716,Xerneas,Fairy,Fairy,680,126,131,95,131,98,99,6,TRUE
793,793,717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE
794,794,718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE
795,795,719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE
797,797,720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE
798,798,720,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE
799,799,721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE
