attack,base_total,defense,experience_growth,hp,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary
90,476,80,1000000,55,Mimikyu,778,50,105,96,ghost,fairy,7,0
105,475,70,1000000,68,Bruxish,779,70,70,92,water,psychic,7,0
60,485,85,1000000,78,Drampa,780,135,91,36,normal,dragon,7,0
131,517,100,1000000,70,Dhelmise,781,86,90,40,ghost,grass,7,0
55,300,65,1250000,45,Jangmo-o,782,45,45,45,dragon,dragon,7,0
75,420,90,1250000,55,Hakamo-o,783,65,70,65,dragon,fighting,7,0
110,600,125,1250000,75,Kommo-o,784,100,105,85,dragon,fighting,7,0
115,570,85,1250000,70,Tapu Koko,785,95,75,130,electric,fairy,7,1
85,570,75,1250000,70,Tapu Lele,786,130,115,95,psychic,fairy,7,1
130,570,115,1250000,70,Tapu Bulu,787,85,95,75,grass,fairy,7,1
75,570,115,1250000,70,Tapu Fini,788,95,130,85,water,fairy,7,1
29,200,31,1250000,43,Cosmog,789,29,31,37,psychic,psychic,7,1
29,400,131,1250000,43,Cosmoem,790,29,131,37,psychic,psychic,7,1
137,680,107,1250000,137,Solgaleo,791,113,89,97,psychic,steel,7,1
113,680,89,1250000,137,Lunala,792,137,107,97,psychic,ghost,7,1
53,570,47,1250000,109,Nihilego,793,127,131,103,rock,poison,7,1
139,570,139,1250000,107,Buzzwole,794,53,53,79,bug,fighting,7,1
137,570,37,1250000,71,Pheromosa,795,137,37,151,bug,fighting,7,1
89,570,71,1250000,83,Xurkitree,796,173,71,83,electric,electric,7,1
101,570,103,1250000,97,Celesteela,797,107,101,61,steel,flying,7,1
181,570,131,1250000,59,Kartana,798,59,31,109,grass,steel,7,1
101,570,53,1250000,223,Guzzlord,799,97,53,43,dark,dragon,7,1
107,600,101,1250000,97,Necrozma,800,127,89,79,psychic,psychic,7,1
95,600,115,1250000,80,Magearna,801,130,115,65,steel,fairy,7,1
